Date,Temperature,Precipitation,Solar Energy,Wind Speed
7/21/2022,21.6,0.024,9.4,7.4
7/20/2022,21.2,7.035,6.9,10.4
7/19/2022,31.1,0,10.9,16.8
7/18/2022,28.8,0,11.9,7.2
7/17/2022,24.7,0,12.5,8.3
7/16/2022,22.6,0,12.7,9.9
7/15/2022,21.6,0,13,11.5
7/14/2022,25.5,0,13.1,13.1
7/13/2022,28.3,0,12.7,12.6
7/12/2022,26.2,0,12.7,7.5
7/11/2022,23.8,0,12.5,9.8
7/10/2022,20.9,0,13.4,12.9
7/9/2022,22.7,0,10.9,14.2
7/8/2022,19.7,0,13.5,8.8
7/7/2022,18.9,0,4.7,11.5
7/6/2022,20.1,0,13.5,11.1
7/5/2022,19.4,0,13.2,11.8
7/4/2022,19.7,0,13.6,11.4
7/3/2022,19.3,0,12.9,9.3
7/2/2022,19.9,0.012,14.3,9.9
7/1/2022,16.6,0.036,7.8,7.2
6/30/2022,15.3,9.466,4.9,9.2
6/29/2022,20.8,0,11.6,10.3
6/28/2022,20.7,0,14.4,7.1
6/27/2022,18.8,0,10.9,10.8
6/26/2022,17.2,0,5.9,8.6
6/25/2022,17.3,0.6,4,10
6/24/2022,20.9,6.941,10.2,14.1
6/23/2022,22.8,0.667,8.8,9.4
6/22/2022,20.5,0,10.6,10.2
6/21/2022,20.6,0.752,9.7,8.6
6/20/2022,17.8,11.796,10.8,12.8
6/19/2022,20.4,1.257,11.5,17.2
6/18/2022,29.1,0,13,9.2
6/17/2022,26.5,0,12.4,6
6/16/2022,23.8,0,12.6,7.9
6/15/2022,23.4,0,13,8.8
6/14/2022,20.3,0,14.2,8
6/13/2022,17.7,0,13.4,8.7
6/12/2022,18.8,0,13.7,10.7
6/11/2022,20.4,0.024,13.3,10.5
6/10/2022,19.2,0,8.5,11.2
6/9/2022,16.8,0.102,11.4,9.9
6/8/2022,17.3,10.603,8.6,15.2
6/7/2022,18.5,0.346,11.8,12.5
6/6/2022,17.6,0,9.2,10
6/5/2022,18.5,0.719,9.5,11.8
6/4/2022,19.7,24.546,2.8,10.1
6/3/2022,18.7,1.761,4.8,7.6
6/2/2022,18.4,0,23.4,9.8
6/1/2022,16.2,0,10.7,9.5
5/31/2022,16.3,0,10.1,10.2
5/30/2022,13.7,0,9.9,9.3
5/29/2022,12.7,0,8.1,12.3
5/28/2022,15.3,0,10.1,14.1
5/27/2022,16.5,0,9.9,9.6
5/26/2022,16.5,0,7.8,9.8
5/25/2022,15.1,0.018,4.7,11.8
5/24/2022,14.3,2.424,10.4,13.3
5/23/2022,16.6,4.799,3.9,10.7
5/22/2022,18.7,0,6.1,10.2
5/21/2022,17.8,0.018,12.4,6.2
5/20/2022,17.8,3.154,6.7,15.3
5/19/2022,22.6,0.313,11.6,13.9
5/18/2022,23.3,0.079,10.1,9.2
5/17/2022,22.8,0,23.9,8.4
5/16/2022,20,0.75,8.1,8.4
5/15/2022,21.2,2.559,8.5,12.1
5/14/2022,17.4,0,10,7.3
5/13/2022,16.1,0,11.7,9.6
5/12/2022,16.7,0,6.9,9.3
5/11/2022,19.5,0,11.4,15.5
5/10/2022,21.1,0,11.6,13.3
5/9/2022,18.6,0,10.1,6.7
5/8/2022,16,0,10.5,10.4
5/7/2022,16,0,10.8,8.6
5/6/2022,15.8,0.012,7.5,8.4
5/5/2022,14.2,0.033,6.4,11.2
5/4/2022,13.7,0.445,4.6,10.6
5/3/2022,14.3,0,6.6,11.9
5/2/2022,13.6,0,6.6,10.3
5/1/2022,12,0,10.4,9.5
4/30/2022,11.9,0,9.9,11.7
4/29/2022,15,0,10.7,12.1
4/28/2022,15,0,7.7,11.5
4/27/2022,12.6,0,9.9,12.6
4/26/2022,11.1,0.012,12.5,8.9
4/25/2022,12.6,0,9.9,11.5
4/24/2022,14.6,0,4.2,9.8
4/23/2022,14.3,0.745,7.1,12.5
4/22/2022,14.7,0,7.9,12.1
4/21/2022,14.5,0,9.5,12
4/20/2022,13.6,0,7.5,12.5
4/19/2022,12.8,0,8.6,11.1
4/18/2022,14.3,0,7.2,11.2
4/17/2022,14.5,0,8.8,9.9
4/16/2022,14.7,0,9.3,13
4/15/2022,15.8,0,8.6,10.1
4/14/2022,15.4,0.135,8,6.9
4/13/2022,13.9,7.356,4,6
4/12/2022,15.8,0,5.7,16.1
4/11/2022,12,0,7.4,11.5
4/10/2022,7.9,0,6.8,8.5
4/9/2022,6.1,2.943,5.5,10
4/8/2022,6.1,35.398,1.4,17.2
4/7/2022,12.1,2.167,6.7,22.1
4/6/2022,10.5,0,4.9,16.2
4/5/2022,10,1.019,1.9,10.5
4/4/2022,5.9,0,2.8,16.1
4/3/2022,5.1,0,4.3,13
4/2/2022,4.1,0,3.1,20.3
4/1/2022,2.2,1.548,1.1,17.8
3/31/2022,6.1,1.107,4.6,19.2
3/30/2022,10.2,3.727,2.6,10
3/29/2022,13.7,0.392,2.9,8.4
3/28/2022,14.5,0,4.5,6.5
3/27/2022,14.3,0,6.5,8.8
3/26/2022,13.4,0,6.5,14
3/25/2022,13.6,0,6.1,11.9
3/24/2022,13.6,0,6.2,7.1
3/23/2022,12,0,6.4,10
3/22/2022,12.6,0,6,13.5
3/21/2022,11.9,0,5.4,9.7
3/20/2022,8.2,0,5.5,10.2
3/19/2022,10.7,0,5.6,14.7
3/18/2022,9.4,0,5.9,18.2
3/17/2022,8.6,0,2.6,12.9
3/16/2022,11.1,0,2.3,12.8
3/15/2022,9.8,3.869,1.4,7.4
3/14/2022,9.3,0,5.1,9.1
3/13/2022,8.8,1.565,2.2,14
3/12/2022,8.3,0.278,2.1,14
3/11/2022,9.7,2.892,1.8,13.1
3/10/2022,10.6,0,4.7,10.3
3/9/2022,8.9,0,3.7,9.9
3/8/2022,5.6,0,4.4,9.9
3/7/2022,3.2,0,4.7,13.7
3/6/2022,5.1,0.012,4.5,14.8
3/5/2022,8.6,0,4,8.6
3/4/2022,9.5,0,2.3,9.2
3/3/2022,9.4,0,4.1,6.4
3/2/2022,8.5,0,3.4,5.7
3/1/2022,7.6,0,2.8,7.1
2/28/2022,5.6,0,3.9,8.9
2/27/2022,4.9,0,4.2,10.8
2/26/2022,5.2,0.102,4.1,12.6
2/25/2022,6,0.035,3.6,11.7
2/24/2022,8.1,2.15,2.7,17.6
2/23/2022,8.7,0,2.1,8.8
2/22/2022,8.9,0.39,2.6,14.3
2/21/2022,8.4,2.594,1.3,21.9
2/20/2022,10.7,0.215,1.8,20.6
2/19/2022,7,0,2,16.7
2/18/2022,10.4,1.784,1.8,22.8
2/17/2022,12.2,0.59,3.1,18.8
2/16/2022,12.2,3.648,2.7,18.2
2/15/2022,7.7,0.402,4.6,16.3
2/14/2022,9.2,2.606,3.9,19
2/13/2022,6.7,0,6.6,15.8
2/12/2022,3.8,0,7.6,10.9
2/11/2022,4.6,0,6.3,7.7
2/10/2022,7.1,0.963,2.8,12.8
2/9/2022,7,0,5.6,5.7
2/8/2022,8.2,0,2,8.8
2/7/2022,7.3,0.434,6.2,15
2/6/2022,8.7,5.868,1.5,20.3
2/5/2022,5.8,0,6.6,11.7
2/4/2022,7.3,0.693,3.1,15.3
2/3/2022,7.6,0,2,10.5
2/2/2022,10,0.023,2.8,13.1
2/1/2022,6.7,0.487,1.5,14.6
1/31/2022,6.6,0.624,3.9,19.8
1/30/2022,8.1,0.046,4.2,7.1
1/29/2022,8.4,0.023,1.7,11
1/28/2022,6.6,0,2.3,7.8
1/27/2022,4.6,0.075,2.1,9.2
1/26/2022,1.8,0,1.5,6.7
1/25/2022,0,0,2.6,4.3
1/24/2022,2.8,0,4.1,7.3
1/23/2022,4,0,1,8.5
1/22/2022,5,0,2.2,7.2
1/21/2022,3.6,0,2.5,10.2
1/20/2022,4.7,0.117,3.8,11.9
1/19/2022,5.3,1.098,1.3,8.5
1/18/2022,4.9,0.102,3.4,10.3
1/17/2022,5.5,0,1.8,4.8
1/16/2022,1.6,0.435,1.5,9.2
1/15/2022,2.3,0.102,3.4,8.6
1/14/2022,3.1,0,3.4,5.7
1/13/2022,2.5,0,1.4,6.8
1/12/2022,2.1,0,1.5,7.6
1/11/2022,1.5,0,3.5,7.8
1/10/2022,3.2,0,1.5,7.1
1/9/2022,5,8.197,1.6,20.1
1/8/2022,6,9.598,1.1,18.2
1/7/2022,5.4,3.208,3.3,16.6
1/6/2022,3.1,0,2.5,9.6
1/5/2022,3.8,0.018,2.3,11.5
1/4/2022,8.6,21.396,1.1,17
1/3/2022,11.3,8.178,1.6,14.3
1/2/2022,11.8,0.102,1.5,16
1/1/2022,10.4,0.08,2.9,8.3
12/31/2021,11.2,0.146,2.8,7.4
12/30/2021,13.7,0,2.2,12.2
12/29/2021,12.3,4.749,0.7,12
12/28/2021,11.4,11.741,2.1,18
12/27/2021,10.3,3.039,1.9,11.5
12/26/2021,9.3,4.874,1.3,8
12/25/2021,9.3,1.885,1.2,5.7
12/24/2021,8.9,4.988,1,6.6
12/23/2021,3.8,0,2.1,8.7
12/22/2021,-1,0,1.6,9
12/21/2021,1.7,0.018,2.5,7.8
12/20/2021,5.3,0,0.8,10.1
12/19/2021,5.2,0,0.9,10.3
12/18/2021,5.8,0,2.4,10.6
12/17/2021,7.2,0,1.2,11.8
12/16/2021,8.9,0,1.1,7.5
12/15/2021,7.6,0,1.2,4.9
12/14/2021,6.4,0,1.2,5.7
12/13/2021,7.9,0,1.2,9.2
12/12/2021,8.7,0.992,1.6,8.4
12/11/2021,5,0,2,9.5
12/10/2021,6.5,14.911,1.8,17.4
12/9/2021,4.5,0.482,3.4,14.1
12/8/2021,5.3,0.035,2.5,12.8
12/7/2021,5.5,1.52,1.2,18
12/6/2021,6,0.998,2.3,15.3
12/5/2021,4.8,3.503,1.6,11.8
12/4/2021,8.9,8.974,1.7,18.8
12/3/2021,3.4,7.13,0.8,13.7
12/2/2021,4.9,0.059,2.5,12.9
12/1/2021,8.8,2.659,1.8,15.2
11/30/2021,6,0.1,1,14.7
11/29/2021,2.8,0,3.1,8.6
11/28/2021,4.4,0.974,1.4,16.3
11/27/2021,3.2,3.712,1.5,13
11/26/2021,5.2,1.127,1.8,15.9
11/25/2021,5.3,0.102,1.4,9.2
11/24/2021,4.2,0,2.4,8.2
11/23/2021,4.7,0,3.3,13.5
11/22/2021,5.5,0.018,3,16.4
11/21/2021,6.8,1.326,1.3,11.8
11/20/2021,7.2,0,1,7.4
11/19/2021,8.5,0,1.5,6.5
11/18/2021,7.3,0.102,4.1,5.5
11/17/2021,9.8,0.054,2.7,7
11/16/2021,7,0.102,1.2,7.3
11/15/2021,6.7,0.042,1.3,9.5
11/14/2021,10.5,0.04,2.2,10
11/13/2021,11.1,0.904,2.2,8.4
11/12/2021,6.1,0.018,4,8.8
11/11/2021,3.8,0,4.5,4.7
11/10/2021,4.7,0.102,4.5,5.3
11/9/2021,6.6,0,4.7,4
11/8/2021,8,0,5,5.7
11/7/2021,9.7,0.191,3.6,9.7
11/6/2021,6.8,0,5.8,7.4
11/5/2021,8.9,0,5.4,8.7
11/4/2021,7.8,3.064,4.1,11
11/3/2021,8.6,3.674,6.4,8.6
11/2/2021,9.3,0.173,7.6,10.8
11/1/2021,9.8,2.425,5.9,12.6
10/31/2021,12.1,3.461,2.4,15
10/30/2021,12.9,6.04,2.9,11.3
10/29/2021,12.1,3.757,2.1,13.2
10/28/2021,11.6,0.168,7.4,12.7
10/27/2021,11.4,0.113,7.2,7.2
10/26/2021,11.7,0.047,5,8.8
10/25/2021,10.3,0.79,3.8,7.4
10/24/2021,8.4,0.018,8.2,9.3
10/23/2021,10.5,1.487,6.8,5.2
10/22/2021,8.3,0.018,6.1,9.1
10/21/2021,11.7,9.807,4.7,30.7
10/20/2021,17,0.464,4.9,21.5
10/19/2021,18.1,0.42,7.1,11.5
10/18/2021,12.1,1.542,5.8,9.7
10/17/2021,10.5,0.018,8.6,9.6
10/16/2021,12.2,0.126,9.9,5.6
10/15/2021,11.6,0,8.7,5.5
10/14/2021,10.4,0.102,10.9,5.8
10/13/2021,11.1,0.011,10.7,7.7
10/12/2021,11.4,0.018,7.2,9.1
10/11/2021,13.1,0.033,8.4,10.6
10/10/2021,12.1,0.029,10.9,8.1
10/9/2021,13.2,0.113,12,9.3
10/8/2021,13.3,0.051,12.7,10.3
10/7/2021,12.6,0.018,8.5,5.9
10/6/2021,13.1,0.601,12.6,13.4
10/5/2021,13.4,6.29,7.3,16.9
10/4/2021,13.5,0.102,8.9,12.2
10/3/2021,14.9,21.116,5.7,18.3
10/2/2021,14.6,2.166,5,20.2
10/1/2021,12.5,3.401,4.3,12.9
9/30/2021,12.1,0.018,12.5,11.5
9/29/2021,13.8,0.805,11.2,14.8
9/28/2021,13.8,0.051,11.2,7.8
9/27/2021,16,3.108,7.7,11.8
9/26/2021,17.7,8.903,6.5,10
9/25/2021,17.2,0.114,11,7.4
9/24/2021,16.7,0.011,11.5,5.8
9/23/2021,16,0.018,15.4,6.6
9/22/2021,15.1,0,15.6,7.4
9/21/2021,14.8,0.023,13,10.8
9/20/2021,15.9,13.857,8.2,9.7
9/19/2021,18,0.208,12.3,10.3
9/18/2021,18.4,0.081,13.1,7.1
9/17/2021,17.4,0.011,14.6,6.6
9/16/2021,18,0,12.1,6.9
9/15/2021,18.8,12.807,5.4,9.2
9/14/2021,19.9,6.926,8.3,9
9/13/2021,19.4,0,15.9,9.4
9/12/2021,17.8,0,13.7,6.3
9/11/2021,18.2,0,14.4,9
9/10/2021,19.5,1.397,12.1,9.4
9/9/2021,22,2.348,10.6,10.6
9/8/2021,23.1,0.33,17.1,9.2
9/7/2021,23.1,0,18,12.9
9/6/2021,23.3,0,17.8,7.5
9/5/2021,22.2,1.24,18,6.9
9/4/2021,21.2,0.094,14.3,7.3
9/3/2021,20.7,0,18.3,7.5
9/2/2021,18.3,0,19,13
9/1/2021,17.8,0,18.2,14.2
8/31/2021,18.9,0,14.5,11.8
8/30/2021,18,0.126,7.1,11.3
8/29/2021,16.4,0,9.9,10.2
8/28/2021,16.9,0,11.9,12.3
8/27/2021,17.5,0,13.6,10.9
8/26/2021,17.2,0,10.4,11.7
8/25/2021,19,0,20.1,12.7
8/24/2021,19,0.045,19.2,14.8
8/23/2021,18.1,0.136,7.3,12.6
8/22/2021,18.8,0.047,14.5,11.8
8/21/2021,20.6,0,10.2,10.3
8/20/2021,18.9,0,15,5.3
8/19/2021,17.7,0,8.6,7.6
8/18/2021,17.9,0.034,9,8.5
8/17/2021,16.2,0,8.9,11.6
8/16/2021,18.4,0.234,10.9,14.5
8/15/2021,23.2,0,19.1,12.4
8/14/2021,22.5,0,22.6,7.3
8/13/2021,22.7,0,21.7,8.7
8/12/2021,23.2,0,19.7,8.5
8/11/2021,21.2,0,18.7,5.5
8/10/2021,19.8,1.781,10.4,8.8
8/9/2021,17.9,0.088,11,12.3
8/8/2021,17.1,0.041,20.1,13.8
8/7/2021,16.8,5.739,13.9,17
8/6/2021,18.8,0.065,11,14.2
8/5/2021,18.9,0.565,13,14.5
8/4/2021,16.5,0.145,11.3,7.5
8/3/2021,16.8,3.435,14.4,10.5
8/2/2021,18,2.518,11.5,9.9
8/1/2021,18.4,0.535,21.4,9.3
7/31/2021,18.3,0.208,15,9.6
7/30/2021,18.7,0,16.5,15.5
7/29/2021,18.5,0,17.5,10.1
7/28/2021,18.8,1.414,19.4,13
7/27/2021,17.7,5.226,7.3,11.2
7/26/2021,18.6,4.645,13.1,10.1
7/25/2021,18.5,6.943,12.4,10.6
7/24/2021,21.9,0.855,15.8,11.3
7/23/2021,23.9,0.012,19.8,11.4
7/22/2021,23.8,0,24.6,11.5
7/21/2021,24,0,24.2,9.8
7/20/2021,23.7,0,24.7,9.2
7/19/2021,24.4,0,23.8,12.5
7/18/2021,23.1,0,25.7,14.2
7/17/2021,19,0,17.6,10.6
7/16/2021,18,0,12.8,12.2
7/15/2021,20.1,0,14.7,14.5
7/14/2021,17.5,10.275,11.7,14.4
7/13/2021,17.1,33.971,4.9,10.3
7/12/2021,18.5,8.753,8.3,9.5
7/11/2021,18.7,0,15.2,5.9
7/10/2021,17.8,0.42,9.7,10.3
7/9/2021,18.8,0,13.2,5.9
7/8/2021,18.4,0,16.5,8.5
7/7/2021,18.7,0.088,16.6,10
7/6/2021,19.3,0.033,17.3,16.5
7/5/2021,18.3,2.678,10.2,11.6
7/4/2021,18.6,8.863,12.6,12.7
7/3/2021,20.9,0,14.1,8.8
7/2/2021,21.2,0,17.9,7.6
7/1/2021,17.8,0,16.5,7.1
6/30/2021,15.6,3.019,8.1,9.9
6/29/2021,16,2.567,10.3,6.5
6/28/2021,19.6,1.649,17.6,9.9
6/27/2021,19.6,2.35,9.8,8
6/26/2021,17.9,3.805,14.4,7.9
6/25/2021,16.4,4.294,9.4,8.8
6/24/2021,15.9,0,22,8.8
6/23/2021,14.3,0,3.8,11
6/22/2021,15.8,11.946,3.4,13.7
6/21/2021,20.3,0.422,21.2,11.9
6/20/2021,20,3.028,20.8,9
6/19/2021,20.6,16.804,9.3,14.5
6/18/2021,22,3.445,19.9,15.9
6/17/2021,23.4,18.419,15.6,15.6
6/16/2021,26.2,0,22.9,7.9
6/15/2021,23.9,0.035,26.1,6.8
6/14/2021,23.4,0,27.1,9.2
6/13/2021,20.8,0,27,11.8
6/12/2021,19.8,0.024,14.7,8.5
6/11/2021,21.6,0,25.7,8.8
6/10/2021,22.2,0,25.1,9.4
6/9/2021,21.5,0,20.5,7.9
6/8/2021,19.9,0,23.5,7.5
6/7/2021,18.8,0,26.7,8.2
6/6/2021,17.5,0.033,23.6,8.9
6/5/2021,16.1,0.012,12.9,11
6/4/2021,17.9,33.173,10.5,10
6/3/2021,21.5,1.082,18.6,9.1
6/2/2021,21.6,1.765,19.6,12.1
6/1/2021,20.8,0,26.4,9.8
5/31/2021,19.2,0,26.6,11.6
5/30/2021,18.1,0.012,26.4,10.5
5/29/2021,17.6,0,22.8,10.6
5/28/2021,16.6,0.023,23.9,10.1
5/27/2021,14.6,0,22.6,4.8
5/26/2021,12.2,9.318,15.5,13.4
5/25/2021,11.3,3.54,16.2,15.2
5/24/2021,11.5,2.957,15.4,15
5/23/2021,12.8,0,17.2,13.8
5/22/2021,11.9,1.72,20.7,16.3
5/21/2021,13.8,0.382,17.3,18.3
5/20/2021,12.7,0,14.6,17.9
5/19/2021,11.9,4.619,15.5,15.4
5/18/2021,12.4,1.592,15,11.1
5/17/2021,12.5,3.02,14.9,12.7
5/16/2021,12.1,5.053,13.3,17.7
5/15/2021,11.7,6.727,13.5,13.1
5/14/2021,10.8,5.312,10,11.5
5/13/2021,12.2,3.321,16.6,9.6
5/12/2021,12.1,0,13.2,10.3
5/11/2021,12.7,0.903,14.7,13.2
5/10/2021,15.3,3.916,17.9,14.1
5/9/2021,19.1,0.85,19.6,15.7
5/8/2021,14.8,0,16.9,14.4
5/7/2021,10.3,0.126,22.1,8.3
5/6/2021,8.4,6.029,6.9,7.5
5/5/2021,8.7,0.659,16.1,14.3
5/4/2021,12,0.187,11,18.1
5/3/2021,11.2,0,18.9,14.1
5/2/2021,8.8,0.626,17.8,9.4
5/1/2021,9.4,0.219,10.1,8.6
4/30/2021,10.3,0,9.2,8.3
4/29/2021,10.1,0.317,12.1,9.5
4/28/2021,13.2,0.567,17.7,13.4
4/27/2021,12.7,0,23.3,10.4
4/26/2021,12,0,23,15.2
4/25/2021,12.1,0,23,17.3
4/24/2021,13.5,0,23,13.2
4/23/2021,13,0,22.8,11.9
4/22/2021,11.8,0,22.2,12.7
4/21/2021,13.1,0.293,15.9,11.5
4/20/2021,12.8,0,18.8,6.9
4/19/2021,10.8,0,20.2,6
4/18/2021,8.8,0,14.6,10.5
4/17/2021,9.1,0,18,13.2
4/16/2021,6.8,0,12.6,12.6
4/15/2021,6.6,0,14,13.4
4/14/2021,7,0,17,11.4
4/13/2021,6.4,0,20.9,11.9
4/12/2021,6.1,0.276,16.2,12.9
4/11/2021,6.3,4.254,5.5,14
4/10/2021,10.3,20.537,4.1,11.6
4/9/2021,9.8,2.8,10.8,11.9
4/8/2021,7.9,0,16,6.6
4/7/2021,4.3,0,18.8,12.3
4/6/2021,3,0.325,14.3,13.8
4/5/2021,5.2,0.035,4.2,14.9
4/4/2021,7.6,0,18.2,13
4/3/2021,7.9,0,12,15.8
4/2/2021,10.2,0,18.6,18.1
4/1/2021,17.5,0,15.5,12.3
3/31/2021,17.2,0,17.5,5.1
3/30/2021,16.4,0,18.5,7.1
3/29/2021,14,0,18,7.5
3/28/2021,11.3,0.024,16.6,12.7
3/27/2021,8.4,0.018,12.1,13.6
3/26/2021,9.1,0.978,7.7,16.8
3/25/2021,9.9,0.676,7.6,7.4
3/24/2021,10.7,0,16.2,10
3/23/2021,7.8,0.023,15.2,4.6
3/22/2021,6.2,0.012,5.6,12.2
3/21/2021,7.2,0.023,6.2,14.3
3/20/2021,5.4,0.058,13.4,10.9
3/19/2021,6,0.433,10.7,19.1
3/18/2021,6.2,0.88,6.4,10.3
3/17/2021,7.3,2.065,5.2,17.7
3/16/2021,7.3,1.54,4,16.2
3/15/2021,8.4,3.014,7.5,15
3/14/2021,7,1.645,8.2,15.5
3/13/2021,8,7.949,9.9,22.6
3/12/2021,7.7,1.744,7.7,18.4
3/11/2021,10.3,4.807,7.9,22.3
3/10/2021,6.6,0.587,7.7,18.4
3/9/2021,6.6,0,11.6,9.4
3/8/2021,3.6,0,12.3,11.3
3/7/2021,4.1,0,12.2,10
3/6/2021,4.4,0,12.1,14.7
3/5/2021,5,0,4.1,14.1
3/4/2021,9.6,0.494,5.7,11.3
3/3/2021,12.1,0.049,8.5,8.2
3/2/2021,9.5,0,10,4.6
3/1/2021,7.8,0,10.9,8.2
2/28/2021,6.6,0,11.3,13.7
2/27/2021,6.6,0,10.4,13.8
2/26/2021,9.3,1.478,6.3,12.7
2/25/2021,12.6,0,8.2,11.6
2/24/2021,13.7,0.102,9.6,11.9
2/23/2021,14.1,0,7,17
2/22/2021,12.5,0,2.6,7.6
2/21/2021,12.7,0,8.1,11.7
2/20/2021,12.5,0,8.4,15.4
2/19/2021,8.7,1.585,6.1,11.9
2/18/2021,7.9,5.034,2.1,12.4
2/17/2021,9.6,0,6.2,12.9
2/16/2021,8.7,0.246,5.2,13.4
2/15/2021,5.5,0.36,3.4,12
2/14/2021,-1.4,0,6.7,12.2
2/13/2021,-3,0,7.7,14.6
2/12/2021,-2.3,0,6.4,18.3
2/11/2021,-3,0,7.4,22.4
2/10/2021,-3.2,0.696,6.2,15.1
2/9/2021,-2.2,0.012,1.2,13.4
2/8/2021,-0.7,0.012,1.5,7.8
2/7/2021,3,3.139,1.1,10.5
2/6/2021,8.1,16.949,1.1,9.6
2/5/2021,9.1,0.047,3.9,6.9
2/4/2021,8.2,0.105,4.3,8.8
2/3/2021,10.4,6.938,4,19.7
2/2/2021,11.2,2.481,3.9,13.4
2/1/2021,8.8,0.475,2.2,11.1
1/31/2021,8.2,7.062,2,9.7
1/30/2021,9.7,10.383,3.5,12.1
1/29/2021,10.5,1.935,3.9,20.6
1/28/2021,11.4,8.254,2.4,15.5
1/27/2021,5,3.43,1.3,12.1
1/26/2021,2.2,0.071,3,11.9
1/25/2021,2.9,0,4.3,14.3
1/24/2021,1.1,2.157,1.7,10.4
1/23/2021,3.6,3.896,2.3,13.1
1/22/2021,6,5.007,4.2,17.6
1/21/2021,8.8,10.417,2.1,25.6
1/20/2021,9.3,0.012,3.8,20.8
1/19/2021,5.7,2.111,3.3,14.9
1/18/2021,4.5,0,4,10.1
1/17/2021,5.3,1.729,2.8,11.5
1/16/2021,0.4,6.786,0.7,13.4
1/15/2021,2,0.131,3.1,17
1/14/2021,9.1,1.391,2.2,16.6
1/13/2021,7.8,1.571,1.3,13.8
1/12/2021,6.9,4.862,1.1,13.6
1/11/2021,2.4,0,1.7,12.2
1/10/2021,0.9,0.047,4.2,8.9
1/9/2021,0.9,0,4.1,11.7
1/8/2021,2.2,0.082,2.2,5.6
1/7/2021,2.8,0.125,1.6,7.1
1/6/2021,3.2,0.047,0.6,8.2
1/5/2021,2.7,0.012,0.6,9.4
1/4/2021,2.8,0.17,0.8,9.6
1/3/2021,2.9,0.023,2.3,8.8
1/2/2021,1.1,0.023,3.4,5.1
1/1/2021,1.4,0.018,3,5.9
